claim_id,policy_id,customer_id,product,claim_amount,claim_date,report_delay_days,settlement_days,channel,state,suspected_fraud,status
C100312,P200290,U305952,Health,18310.3,2024-07-23,4,22,Agent,KL,0,Rejected
C100313,P202899,U301265,Motor,35371.13,2023-11-19,8,26,Agent,UP,0,Approved
C100314,P202584,U303398,Life,53212.09,2024-09-17,4,28,Online,KL,0,Approved
C100315,P200241,U305365,Motor,13502.07,2023-10-15,2,26,Online,UP,0,Approved
C100316,P200937,U300811,Travel,24379.67,2023-06-04,4,19,Online,UP,0,Approved
C100317,P200276,U304008,Health,19823.22,2024-05-04,0,21,Agent,MH,0,Approved
C100318,P203708,U305043,Life,28895.05,2024-01-21,6,24,Agent,RJ,0,Approved
C100319,P200128,U303343,Motor,27038.28,2023-04-14,0,22,Partner,DL,0,Approved
C100320,P203521,U302291,Life,52716.86,2024-01-28,7,21,Agent,WB,0,Approved
C100321,P201353,U300268,Health,25483.78,2023-09-03,7,28,Online,GJ,0,Approved
C100322,P200290,U305654,Health,53497.6,2023-06-25,5,16,Online,DL,0,Approved
C100323,P202105,U303035,Motor,22981.62,2023-02-08,2,22,Online,KA,0,Approved
C100324,P200974,U301779,Life,42754.98,2024-04-21,4,28,Agent,RJ,0,Approved
C100325,P201140,U303632,Travel,30161.8,2024-06-21,8,22,Agent,DL,0,Approved
C100326,P202740,U303642,Motor,63891.57,2024-02-12,3,23,Online,MH,0,Approved
C100327,P201988,U301934,Motor,12855.06,2024-06-08,5,22,Branch,KA,0,Approved
C100328,P200877,U302971,Motor,15034.02,2024-05-20,6,24,Partner,TN,0,Rejected
C100329,P202208,U300813,Life,67225.72,2023-02-05,0,31,Agent,RJ,0,Approved
C100330,P200541,U305617,Life,18645.64,2023-01-20,2,25,Agent,DL,0,Approved
C100331,P202962,U303009,Health,19246.77,2023-11-17,7,23,Partner,KA,0,Approved
C100332,P203831,U304460,Motor,17363.72,2024-05-26,1,27,Online,TN,0,Approved
C100333,P203614,U305282,Health,47773.34,2024-02-04,4,23,Branch,KL,0,Rejected
C100334,P202338,U302938,Health,14375.36,2024-04-15,2,24,Agent,KA,0,Approved
C100335,P202360,U300496,Health,27206.88,2023-05-23,8,32,Online,MH,0,Approved
C100336,P201936,U303261,Home,23557.25,2023-04-02,8,25,Online,KL,0,Approved
C100337,P200995,U302260,Motor,45173.13,2023-12-20,5,17,Online,MH,0,Approved
C100338,P203213,U301554,Life,20295.59,2023-02-20,4,17,Online,DL,0,Approved
C100339,P201937,U301000,Health,33111.51,2024-07-28,4,24,Agent,WB,0,Approved
C100340,P203307,U303725,Health,14978.81,2023-07-09,6,31,Online,DL,0,Approved
C100341,P201667,U300750,Life,83865.58,2023-05-05,7,18,Agent,KL,0,Approved
C100342,P200779,U305429,Life,23865.85,2023-05-30,7,20,Online,UP,0,Approved
C100343,P200386,U301737,Home,27021.33,2023-11-10,5,18,Partner,DL,0,Approved
C100344,P200397,U305256,Motor,61535.97,2024-07-23,1,29,Agent,KL,0,Approved
C100345,P202699,U305238,Motor,20063.62,2023-12-08,6,28,Branch,KA,0,Approved
C100346,P201765,U304891,Life,61925.74,2023-11-01,7,29,Agent,TS,0,Approved
C100347,P201451,U300174,Health,21900.49,2023-02-23,2,22,Online,DL,0,Approved
C100348,P201734,U300414,Motor,37641.0,2024-03-19,5,23,Partner,KA,0,Approved
C100349,P201683,U302732,Motor,20204.47,2024-09-04,7,15,Agent,MH,0,Approved
C100350,P201912,U301995,Motor,13656.65,2023-09-21,6,28,Agent,RJ,0,Rejected
C100351,P203538,U301031,Travel,33100.29,2023-02-22,0,20,Online,WB,1,Approved
C100352,P202986,U304625,Motor,37047.34,2024-07-25,3,17,Agent,MH,0,Approved
C100353,P200221,U301681,Motor,13933.58,2024-09-11,2,20,Online,MH,0,Approved
C100354,P202758,U300562,Motor,23074.21,2023-01-05,4,31,Partner,KL,0,Approved
C100355,P202676,U304540,Health,49039.41,2023-04-13,3,37,Online,UP,0,Approved
C100356,P202646,U301697,Motor,36317.66,2023-07-15,7,34,Agent,GJ,0,Approved
C100357,P200403,U304803,Health,22079.23,2023-12-16,9,29,Online,TS,0,Approved
C100358,P200248,U301769,Motor,19955.04,2023-02-16,4,27,Online,UP,0,Approved
C100359,P201649,U301908,Travel,71262.26,2023-09-26,1,25,Agent,KL,0,Rejected
C100360,P202982,U302691,Motor,13049.88,2024-01-05,4,21,Online,WB,0,Rejected
C100361,P201389,U301208,Health,26118.54,2023-04-16,4,30,Online,TS,0,Approved
C100362,P203279,U304882,Travel,12934.48,2023-04-30,6,22,Online,TS,0,Approved
C100363,P203529,U300023,Life,51917.3,2024-08-26,3,37,Agent,KL,0,Approved
C100364,P200447,U302271,Health,26807.53,2023-02-27,10,21,Online,TN,0,Rejected
C100365,P201018,U301185,Motor,29409.91,2023-12-12,5,33,Agent,MH,0,Approved
C100366,P200784,U301064,Motor,107414.04,2024-04-18,5,29,Agent,RJ,1,Approved
C100367,P200779,U304425,Life,19995.52,2023-04-27,1,22,Branch,TN,0,Rejected
C100368,P202196,U302053,Home,64491.45,2023-05-07,2,25,Online,KL,0,Approved
C100369,P201837,U301429,Life,22128.77,2024-01-28,5,30,Agent,TN,0,Approved
C100370,P200574,U300900,Health,23938.51,2023-02-27,5,30,Agent,RJ,0,Rejected
C100371,P201728,U305415,Life,100618.12,2024-05-27,2,31,Agent,KL,0,Approved
C100372,P200751,U300211,Health,24821.23,2023-04-06,6,26,Agent,KL,0,Approved
C100373,P201140,U301079,Motor,13532.02,2023-04-28,5,19,Agent,TS,0,Approved
C100374,P201894,U300121,Health,30975.73,2024-07-13,4,27,Agent,TN,0,Rejected
C100375,P201023,U302934,Home,24677.12,2024-08-23,5,28,Online,KA,0,Approved
C100376,P203581,U301949,Motor,32323.44,2024-05-02,4,21,Online,DL,0,Approved
C100377,P203781,U304823,Life,25164.79,2023-08-25,2,16,Online,KL,0,Rejected
C100378,P200308,U302652,Motor,81452.26,2023-09-29,3,22,Online,TN,0,Approved
C100379,P201815,U300129,Health,35538.36,2023-07-08,8,25,Agent,GJ,0,Approved
C100380,P203309,U301427,Motor,15717.31,2024-03-22,5,28,Partner,WB,0,Approved
C100381,P203528,U302173,Health,28631.8,2024-08-03,6,25,Branch,GJ,0,Approved
C100382,P203506,U300429,Life,18037.08,2023-09-04,2,27,Branch,TN,0,Approved
C100383,P202254,U301038,Motor,23769.13,2023-03-17,3,18,Branch,MH,0,Approved
C100384,P200401,U303448,Life,17064.91,2023-06-03,3,28,Partner,MH,0,Approved
C100385,P200207,U304309,Life,77154.04,2024-03-10,7,22,Online,TN,0,Approved
C100386,P202671,U300931,Home,19040.2,2023-03-27,5,26,Agent,TS,0,Approved
C100387,P202214,U300520,Motor,37940.79,2023-10-12,0,26,Online,TS,0,Approved
C100388,P203424,U303901,Health,22885.53,2023-08-08,2,27,Online,KL,0,Approved
C100389,P200060,U303672,Motor,15075.01,2023-03-10,5,29,Online,RJ,0,Approved
C100390,P203969,U302965,Home,29697.69,2023-02-16,8,19,Online,DL,0,Approved
C100391,P200382,U304204,Home,32870.99,2023-04-04,2,23,Agent,KL,0,Approved
C100392,P203794,U304863,Health,35571.97,2024-03-28,4,27,Agent,GJ,0,Approved
C100393,P203086,U300893,Travel,7250.97,2023-07-23,4,13,Partner,DL,0,Approved
C100394,P203476,U303702,Health,14509.76,2023-08-06,3,26,Online,GJ,0,Approved
C100395,P200968,U304127,Life,43424.43,2024-04-18,2,37,Online,TS,0,Approved
C100396,P200681,U301814,Motor,16952.94,2024-03-07,6,30,Agent,TN,0,Approved
C100397,P201664,U305038,Life,29776.42,2023-12-07,5,16,Agent,RJ,0,Approved
C100398,P201989,U300355,Motor,14342.57,2024-07-04,5,25,Branch,GJ,0,Approved
C100399,P201971,U305957,Travel,38785.45,2024-09-03,3,32,Online,TS,0,Approved
C100400,P200875,U305397,Life,42857.45,2023-10-16,6,20,Branch,RJ,0,Approved
C100401,P203541,U304271,Life,38791.44,2023-09-11,4,23,Online,KL,0,Approved
C100402,P201642,U302470,Motor,45083.81,2023-12-23,2,22,Online,TN,0,Rejected
C100403,P203696,U303752,Motor,58803.11,2023-01-23,5,33,Agent,WB,0,Approved
C100404,P200240,U305270,Motor,14957.42,2024-06-05,5,23,Online,MH,0,Rejected
C100405,P200674,U300255,Health,18136.18,2023-04-10,8,22,Online,UP,0,Rejected
C100406,P201552,U300498,Motor,42140.8,2023-06-29,0,12,Online,RJ,0,Approved
C100407,P200008,U303923,Home,47339.95,2023-08-11,3,20,Online,WB,0,Approved
C100408,P201599,U303290,Health,19203.13,2024-03-17,4,34,Partner,WB,0,Approved
C100409,P201086,U303492,Motor,18546.88,2024-08-30,6,20,Agent,RJ,0,Approved
C100410,P203795,U305620,Health,19416.79,2023-11-21,2,31,Branch,WB,1,Approved
C100411,P203211,U300884,Health,12057.62,2024-05-30,7,29,Agent,GJ,1,Approved
C100412,P203215,U304016,Life,14246.9,2023-01-16,2,30,Online,WB,0,Approved
C100413,P201863,U305835,Health,14419.74,2023-12-02,1,32,Agent,TS,0,Rejected
C100414,P201168,U303633,Home,23224.21,2023-09-15,1,28,Agent,DL,0,Approved
C100415,P201732,U300602,Health,30804.57,2024-05-11,5,29,Online,GJ,1,Approved
C100416,P202853,U300661,Home,33414.21,2023-06-09,6,29,Agent,WB,0,Approved
C100417,P203921,U302638,Travel,20862.71,2024-04-19,9,20,Online,KL,0,Approved
C100418,P202992,U304983,Motor,21120.65,2024-01-15,6,20,Partner,MH,0,Approved
C100419,P203208,U301215,Home,28619.13,2024-06-28,7,25,Agent,TN,0,Approved
C100420,P202276,U300538,Motor,12733.51,2024-03-02,2,17,Branch,WB,0,Approved
C100421,P202711,U301033,Travel,43465.39,2024-09-04,0,30,Online,KA,1,Rejected
C100422,P202942,U302252,Health,51158.95,2023-09-25,6,29,Online,MH,1,Approved
C100423,P201993,U305114,Travel,19677.08,2024-07-30,8,18,Agent,KL,0,Approved
C100424,P200634,U305186,Travel,22043.7,2024-02-21,8,25,Agent,TS,1,Approved
C100425,P200777,U304795,Travel,50093.98,2023-06-17,7,24,Agent,WB,0,Approved
C100426,P201215,U304492,Life,25297.84,2023-02-12,6,21,Agent,TS,0,Approved
C100427,P200891,U305833,Motor,36102.69,2024-07-09,2,15,Agent,WB,0,Rejected
C100428,P203967,U302663,Motor,25689.75,2023-10-12,5,19,Online,UP,0,Approved
C100429,P200239,U303120,Health,58580.3,2024-02-01,6,30,Branch,DL,0,Rejected
C100430,P202372,U304893,Motor,34373.45,2023-01-12,3,21,Branch,TS,0,Approved
C100431,P203013,U304346,Life,35377.38,2024-08-29,6,18,Online,DL,0,Approved
C100432,P202220,U302415,Motor,35708.83,2023-10-29,4,37,Agent,MH,0,Approved
C100433,P200249,U303716,Home,20382.73,2023-09-10,4,24,Agent,UP,0,Approved
C100434,P203063,U304141,Life,21340.89,2024-05-13,4,28,Agent,TN,0,Approved
C100435,P201284,U304959,Travel,39522.4,2023-02-04,3,28,Agent,GJ,0,Approved
C100436,P200234,U303524,Motor,28658.53,2023-03-31,2,30,Online,DL,0,Approved
C100437,P200205,U300812,Travel,14930.99,2024-08-27,7,30,Online,UP,0,Approved
C100438,P202392,U305748,Home,68634.61,2024-08-24,2,26,Agent,DL,0,Approved
C100439,P201952,U300937,Health,43872.19,2024-02-22,4,41,Agent,RJ,0,Approved
C100440,P202059,U305363,Life,27414.11,2023-04-25,0,32,Branch,KL,0,Approved
C100441,P203765,U305332,Life,23464.63,2024-09-08,4,27,Branch,TN,0,Approved
C100442,P203492,U304516,Motor,29712.94,2023-07-15,1,29,Agent,KL,0,Approved
C100443,P202175,U305905,Health,34848.31,2024-05-15,6,47,Partner,WB,0,Approved
C100444,P200644,U301761,Health,9735.16,2024-09-17,6,24,Partner,DL,0,Approved
C100445,P200232,U303523,Motor,77356.11,2024-05-07,0,23,Agent,WB,0,Rejected
C100446,P203935,U303699,Health,18125.19,2023-03-16,6,27,Agent,KA,0,Approved
C100447,P202080,U301871,Motor,26877.56,2024-02-17,1,19,Online,DL,0,Approved
C100448,P200328,U303389,Motor,27376.31,2024-01-11,2,15,Partner,UP,0,Approved
C100449,P203487,U302776,Motor,73015.36,2024-02-24,6,29,Branch,TN,0,Approved
C100450,P200761,U303715,Home,25743.52,2023-10-04,7,21,Agent,WB,0,Rejected
C100451,P200280,U303266,Health,59531.07,2024-01-29,4,22,Agent,DL,0,Rejected
C100452,P202437,U303407,Home,32970.34,2024-04-01,3,26,Online,KA,0,Rejected
C100453,P200278,U305976,Health,16631.56,2023-07-11,7,25,Online,KL,0,Rejected
C100454,P202765,U300778,Motor,28777.63,2023-04-09,6,27,Agent,UP,0,Approved
C100455,P203530,U302560,Health,25355.37,2024-07-01,5,28,Branch,RJ,0,Approved
C100456,P200963,U303496,Health,15645.91,2023-04-06,7,38,Online,DL,0,Approved
C100457,P201653,U302560,Motor,32172.31,2023-07-09,4,22,Branch,RJ,0,Approved
C100458,P200491,U305448,Life,27202.15,2023-02-06,5,25,Branch,MH,0,Approved
C100459,P203856,U302088,Motor,35532.78,2024-01-04,1,20,Online,TN,0,Approved
C100460,P203646,U303066,Life,29633.96,2024-06-08,0,25,Online,DL,0,Approved
C100461,P202333,U301250,Life,19427.57,2023-10-06,2,16,Online,TS,0,Approved
C100462,P201008,U305626,Motor,39504.39,2023-08-05,4,23,Agent,KA,0,Approved
C100463,P202371,U303885,Motor,19688.71,2023-09-30,8,32,Online,WB,0,Approved
C100464,P202435,U300549,Life,5711.09,2023-03-03,6,30,Agent,TS,0,Approved
C100465,P200162,U300747,Health,28690.65,2024-08-18,0,28,Online,MH,0,Approved
C100466,P202536,U300699,Motor,20393.33,2023-12-08,10,24,Agent,TN,0,Approved
C100467,P200335,U300763,Home,32567.34,2024-02-01,2,28,Agent,KL,0,Rejected
C100468,P201717,U303537,Motor,73089.2,2023-01-19,3,23,Agent,UP,0,Approved
C100469,P202692,U300791,Life,74151.82,2023-06-26,8,24,Agent,RJ,0,Approved
C100470,P202390,U303052,Home,24771.24,2024-09-03,5,26,Online,MH,0,Approved
C100471,P202315,U301065,Motor,17796.24,2024-01-31,4,19,Online,WB,0,Approved
C100472,P202141,U304557,Motor,36038.45,2024-03-20,1,27,Online,UP,0,Approved
C100473,P201295,U300491,Motor,22356.83,2023-08-21,7,24,Agent,KL,0,Approved
C100474,P203828,U304804,Motor,32724.79,2023-03-17,5,25,Agent,WB,0,Approved
C100475,P201068,U304600,Motor,19333.02,2023-09-22,1,20,Agent,KA,0,Approved
C100476,P200836,U304601,Life,30495.86,2024-03-30,3,28,Agent,RJ,0,Approved
C100477,P202743,U302700,Motor,17926.1,2024-01-19,2,24,Branch,TS,0,Rejected
C100478,P202933,U305488,Health,48636.36,2024-07-17,0,20,Agent,DL,0,Approved
C100479,P201286,U301001,Home,20030.5,2024-05-20,7,26,Agent,MH,0,Approved
C100480,P200977,U303365,Travel,37442.11,2024-01-02,4,40,Agent,DL,0,Rejected
C100481,P201087,U302896,Life,14294.3,2023-05-24,0,32,Agent,UP,0,Approved
C100482,P201621,U305450,Motor,39758.82,2023-03-10,1,22,Online,DL,0,Approved
C100483,P200536,U303464,Life,16594.19,2023-04-09,8,21,Online,TS,0,Approved
C100484,P202751,U305906,Health,30656.14,2024-01-31,3,32,Agent,GJ,0,Approved
C100485,P202643,U300421,Health,44873.4,2023-01-25,6,32,Agent,UP,0,Approved
C100486,P201228,U302356,Motor,24343.22,2024-04-13,4,24,Agent,RJ,0,Rejected
C100487,P201872,U304918,Travel,16081.37,2024-04-28,5,25,Agent,WB,0,Approved
C100488,P201295,U302559,Health,34489.36,2024-07-18,3,30,Agent,RJ,0,Approved
C100489,P203805,U302880,Motor,17667.98,2023-05-31,7,28,Partner,DL,0,Approved
C100490,P203079,U300848,Health,21979.76,2023-05-24,5,26,Online,TN,0,Approved
C100491,P203832,U304734,Health,30721.91,2024-07-22,0,30,Online,UP,0,Rejected
C100492,P200297,U304156,Travel,53121.55,2023-02-08,4,19,Online,WB,0,Approved
C100493,P200038,U301742,Life,27262.75,2023-04-19,1,29,Online,KL,0,Approved
C100494,P201877,U301267,Life,27212.42,2023-02-11,2,16,Online,KA,0,Rejected
C100495,P202544,U305379,Motor,38900.27,2023-07-05,7,25,Online,RJ,0,Approved
C100496,P202306,U303950,Health,27589.37,2024-02-02,4,34,Online,RJ,0,Approved
C100497,P200409,U301837,Health,36966.42,2023-08-11,3,29,Agent,UP,0,Approved
C100498,P200300,U300886,Motor,46132.21,2023-05-13,5,21,Online,TN,0,Approved
C100499,P202202,U302868,Motor,22836.87,2023-06-12,7,31,Online,DL,0,Rejected
C100500,P200873,U304556,Life,5231.72,2023-08-03,4,31,Branch,DL,0,Approved
C100501,P202072,U303011,Motor,17872.82,2023-08-23,4,19,Online,UP,0,Approved
C100502,P201086,U300941,Health,49234.06,2024-08-10,1,26,Online,RJ,0,Approved
C100503,P200542,U302282,Motor,26452.81,2023-01-09,4,23,Agent,WB,0,Approved
C100504,P203822,U304703,Motor,22707.14,2023-03-15,4,13,Online,KA,0,Approved
C100505,P201429,U301852,Motor,48213.41,2024-05-06,5,29,Agent,UP,0,Approved
C100506,P203608,U303515,Home,25574.15,2023-09-10,5,28,Agent,WB,1,Approved
C100507,P200281,U304595,Travel,9449.65,2023-08-18,4,18,Agent,WB,0,Approved
C100508,P203601,U305093,Home,12674.52,2024-06-02,3,27,Online,KL,0,Approved
C100509,P201000,U305026,Health,33167.44,2023-06-23,0,28,Agent,TS,0,Approved
C100510,P201513,U305529,Motor,26018.28,2023-06-17,3,24,Agent,GJ,0,Approved
C100511,P201167,U305264,Health,55677.32,2023-06-19,6,31,Branch,KA,0,Approved
C100512,P200646,U304560,Health,18645.6,2024-01-28,5,28,Agent,MH,0,Approved
C100513,P201794,U300215,Travel,23046.05,2023-07-13,5,18,Online,TN,0,Approved
C100514,P203415,U304988,Motor,17287.66,2024-05-31,1,16,Online,GJ,0,Rejected
C100515,P202225,U305388,Health,20737.58,2023-01-29,3,39,Agent,KL,0,Approved
C100516,P202881,U305680,Motor,10446.77,2023-06-14,4,34,Branch,KA,1,Approved
C100517,P201239,U302190,Motor,22184.69,2024-02-26,5,22,Agent,DL,0,Approved
C100518,P202505,U300237,Life,26214.44,2023-12-05,5,26,Online,GJ,0,Approved
C100519,P203305,U301477,Health,25130.43,2024-05-10,6,37,Online,DL,0,Approved
C100520,P202678,U302238,Health,78808.54,2023-12-31,8,31,Online,TN,0,Approved
C100521,P202166,U305756,Health,67288.34,2023-12-08,8,23,Online,DL,0,Approved
C100522,P200032,U302531,Health,18481.96,2024-05-14,8,30,Agent,TN,0,Approved
C100523,P202735,U302783,Life,9682.08,2024-05-25,9,20,Agent,KA,0,Approved
C100524,P203346,U302875,Travel,25601.34,2023-11-23,5,22,Online,RJ,0,Approved
C100525,P202271,U300050,Home,32475.95,2023-08-05,1,17,Online,TN,0,Approved
C100526,P201226,U301486,Life,17496.53,2023-10-28,4,28,Branch,WB,0,Approved
C100527,P203816,U301173,Motor,17935.05,2023-05-12,5,27,Branch,MH,0,Approved
C100528,P202717,U304639,Life,59354.16,2023-03-11,6,33,Branch,MH,0,Approved
C100529,P200424,U305384,Health,23652.5,2023-09-09,5,17,Online,UP,0,Approved
C100530,P203845,U303283,Motor,37463.6,2024-02-19,4,15,Agent,MH,0,Approved
C100531,P203596,U300570,Travel,16896.25,2024-03-20,6,24,Branch,UP,0,Approved
C100532,P200550,U301162,Motor,26148.05,2023-07-01,11,17,Online,MH,0,Approved
C100533,P201083,U305186,Home,22738.86,2023-06-16,3,22,Agent,TN,0,Approved
C100534,P200472,U300251,Health,19193.24,2023-04-01,7,29,Branch,WB,1,Approved
C100535,P203644,U300751,Life,47937.35,2024-06-14,7,35,Branch,RJ,0,Approved
C100536,P200438,U304345,Life,13434.23,2023-02-08,0,23,Online,DL,0,Approved
C100537,P203040,U301762,Travel,31257.93,2023-05-06,5,34,Agent,KL,0,Approved
C100538,P202266,U303081,Life,22526.31,2024-03-26,0,18,Agent,MH,0,Approved
C100539,P200636,U303439,Life,33104.09,2023-06-22,2,19,Branch,RJ,0,Approved
C100540,P201115,U303716,Motor,22679.39,2023-08-08,3,26,Partner,RJ,0,Approved
C100541,P201154,U302792,Health,41506.14,2023-02-27,1,32,Agent,TN,0,Approved
C100542,P202477,U301289,Motor,16817.05,2024-04-20,1,18,Agent,KA,0,Approved
C100543,P200862,U303031,Life,47991.38,2024-03-31,7,34,Branch,KA,0,Approved
C100544,P202939,U302552,Health,26518.52,2023-12-27,4,31,Agent,MH,0,Approved
C100545,P201404,U305911,Life,13845.96,2023-01-01,7,22,Online,KL,0,Approved
C100546,P200833,U302657,Motor,37801.64,2024-01-22,4,23,Partner,MH,0,Approved
C100547,P202815,U304649,Motor,24357.01,2023-12-14,6,25,Agent,MH,0,Approved
C100548,P202597,U304884,Life,11453.85,2023-07-09,3,24,Online,UP,0,Approved
C100549,P203493,U300695,Motor,31768.61,2024-05-19,8,23,Agent,WB,0,Approved
C100550,P201081,U300430,Motor,44502.38,2023-07-10,6,21,Agent,WB,0,Approved
C100551,P202070,U301274,Motor,51075.89,2024-05-22,5,26,Branch,KL,0,Approved
C100552,P202001,U301289,Home,22266.18,2024-01-04,3,17,Online,UP,0,Approved
C100553,P201028,U305061,Life,28930.71,2024-02-13,11,30,Partner,RJ,0,Approved
C100554,P203708,U300407,Health,27591.64,2023-04-27,7,37,Online,UP,0,Approved
C100555,P203719,U305521,Motor,56664.39,2023-05-14,6,21,Agent,MH,0,Rejected
C100556,P203465,U300668,Motor,17939.42,2023-02-27,4,23,Agent,KA,0,Approved
C100557,P200208,U302229,Life,21325.74,2024-07-09,4,22,Agent,GJ,0,Approved
C100558,P200378,U303629,Life,17723.38,2023-06-22,6,21,Agent,KL,0,Approved
C100559,P202598,U305422,Motor,13035.41,2023-05-29,5,28,Agent,RJ,0,Approved
C100560,P201734,U303473,Motor,30451.59,2023-03-21,6,18,Agent,TN,0,Approved
C100561,P203397,U303978,Motor,59913.02,2023-08-01,4,20,Online,GJ,0,Approved
C100562,P201133,U304973,Life,24361.46,2023-07-22,8,23,Online,GJ,0,Approved
C100563,P200180,U303621,Life,17310.21,2023-08-17,13,16,Online,UP,0,Approved
C100564,P200014,U303392,Motor,29537.91,2023-08-15,4,35,Online,DL,1,Approved
C100565,P201366,U302237,Motor,36118.45,2024-06-15,1,22,Agent,GJ,0,Approved
C100566,P203158,U301765,Motor,24879.97,2024-03-16,4,18,Agent,MH,0,Approved
C100567,P200535,U304197,Home,54272.21,2024-02-06,0,25,Online,TS,0,Rejected
C100568,P202609,U300932,Motor,17922.62,2023-02-16,7,24,Online,KA,0,Approved
C100569,P201072,U302827,Life,23307.14,2023-08-21,4,16,Agent,KA,0,Approved
C100570,P200661,U303521,Life,31194.4,2023-11-01,3,21,Branch,TS,0,Approved
C100571,P203036,U300908,Health,32744.22,2024-06-09,6,25,Branch,WB,0,Approved
C100572,P201809,U302320,Motor,27546.04,2023-05-23,4,23,Online,MH,0,Approved
C100573,P202259,U305555,Motor,14197.06,2024-02-19,3,28,Agent,TN,0,Approved
C100574,P202890,U305558,Life,86595.72,2024-05-27,2,30,Branch,GJ,0,Approved
C100575,P201751,U304858,Life,23909.11,2024-01-08,4,28,Online,WB,0,Approved
C100576,P202297,U303986,Life,28428.11,2024-07-19,3,20,Branch,MH,0,Approved
C100577,P200039,U304316,Health,36621.13,2023-09-16,6,31,Branch,UP,0,Approved
C100578,P200458,U305465,Motor,19569.89,2024-04-15,3,20,Branch,KA,0,Approved
C100579,P200308,U302526,Home,27679.94,2023-01-12,6,24,Online,WB,0,Rejected
C100580,P203870,U300372,Life,19175.81,2023-11-26,4,31,Agent,KL,0,Approved
C100581,P203617,U301806,Motor,33116.12,2023-12-24,4,22,Online,GJ,0,Approved
C100582,P202830,U303237,Home,23435.06,2024-02-12,7,22,Online,GJ,0,Approved
C100583,P203702,U304909,Life,30771.96,2024-01-08,4,25,Online,TN,0,Approved
C100584,P200610,U300448,Health,15942.3,2023-01-08,0,30,Agent,DL,1,Rejected
C100585,P202234,U300062,Life,17774.88,2023-05-02,9,32,Agent,KL,0,Approved
C100586,P200147,U301674,Travel,13594.62,2023-12-14,1,27,Branch,GJ,0,Approved
C100587,P203418,U302469,Life,18858.8,2023-03-31,4,20,Online,RJ,0,Approved
C100588,P201512,U301730,Motor,7429.68,2023-11-12,4,25,Partner,KL,0,Approved
C100589,P202385,U301124,Motor,23073.73,2023-06-27,5,19,Branch,GJ,0,Approved
C100590,P202263,U302093,Home,20596.57,2024-06-23,6,21,Online,TS,0,Approved
C100591,P200606,U302371,Motor,29011.73,2023-02-10,8,20,Online,KL,0,Approved
C100592,P201760,U302687,Health,27509.97,2024-05-16,4,33,Branch,MH,1,Approved
C100593,P200522,U300982,Health,50440.0,2023-05-25,5,28,Online,KL,0,Approved
C100594,P200171,U300063,Health,98435.33,2023-07-20,10,31,Online,TN,0,Approved
C100595,P201262,U304074,Life,47513.52,2024-04-05,5,25,Agent,UP,0,Approved
C100596,P201493,U303527,Home,21449.28,2024-07-11,7,29,Online,UP,0,Approved
C100597,P203682,U301439,Motor,21021.58,2024-06-30,6,34,Online,UP,0,Approved
C100598,P203821,U301058,Motor,41536.65,2023-09-10,4,30,Agent,MH,0,Approved
C100599,P203260,U303114,Motor,11594.98,2024-01-25,3,22,Agent,WB,0,Approved
C100600,P203982,U304362,Travel,22980.44,2024-08-16,5,19,Agent,UP,0,Approved
C100601,P203525,U305764,Life,23883.03,2023-09-13,2,31,Agent,KA,0,Approved
C100602,P200163,U301885,Motor,36028.51,2024-03-25,2,19,Agent,MH,0,Approved
C100603,P203681,U304098,Travel,36568.16,2023-01-10,5,17,Online,WB,0,Rejected
C100604,P201465,U304577,Travel,18540.63,2023-08-30,2,33,Partner,KA,0,Approved
C100605,P200860,U305472,Travel,21868.74,2023-09-08,7,25,Online,KA,0,Approved
C100606,P202793,U302901,Home,33609.1,2023-01-05,3,13,Agent,KA,0,Approved
C100607,P201022,U300590,Motor,18043.48,2023-04-29,3,23,Agent,RJ,0,Approved
C100608,P202731,U303252,Life,49171.0,2024-01-09,4,32,Online,TN,0,Approved
C100609,P200421,U300346,Health,36482.49,2023-03-06,6,29,Agent,TN,0,Approved
C100610,P201448,U303573,Travel,29312.07,2023-05-26,3,26,Branch,MH,0,Approved
C100611,P203195,U300153,Life,32711.12,2023-08-12,1,26,Online,KA,0,Approved
C100612,P202293,U303766,Life,21301.97,2023-08-27,3,27,Branch,TS,0,Approved
C100613,P203621,U300637,Life,19670.09,2023-06-26,5,36,Agent,KL,0,Approved
C100614,P203582,U302564,Motor,21755.87,2023-10-09,5,23,Online,WB,0,Approved
C100615,P201664,U304716,Health,34543.8,2023-03-04,5,27,Agent,TN,0,Approved
C100616,P203988,U303516,Home,29747.71,2023-08-05,5,29,Partner,UP,0,Approved
C100617,P202542,U304697,Home,21777.72,2024-04-05,10,27,Online,MH,0,Approved
C100618,P203069,U303313,Motor,39135.72,2024-09-01,0,22,Agent,WB,0,Approved
C100619,P200633,U305812,Motor,24662.2,2023-04-15,6,32,Agent,MH,0,Approved
C100620,P203791,U305244,Motor,19021.87,2023-04-09,7,30,Agent,TS,0,Approved
C100621,P203808,U303421,Life,30551.55,2024-05-25,2,18,Online,RJ,0,Approved
C100622,P200969,U302371,Travel,16211.65,2024-01-20,9,23,Agent,RJ,0,Approved
C100623,P203541,U300943,Motor,11572.51,2024-02-09,3,19,Online,KA,0,Approved
C100624,P200665,U303318,Health,26834.61,2024-06-01,4,21,Agent,RJ,0,Approved
C100625,P203998,U300170,Travel,19366.37,2024-04-20,1,15,Online,MH,0,Approved
